time_s,force_N,accel_x_g,accel_y_g,accel_z_g
0.46005859,-0.11353952,-11.24755902,-4.68497886,-3.81875958
0.46015625,-0.09637982,-11.49761064,-5.48632212,-3.69709733
0.46025391,-0.01454880,-11.83631603,-6.15122194,-3.67633782
0.46035156,0.04686297,-12.21107678,-6.74346688,-3.80261372
0.46044922,0.15821516,-12.66967723,-7.18389238,-4.21926314
0.46054688,0.11265279,-13.14006404,-7.54426058,-4.80309039
0.46064453,0.00095710,-13.57636296,-7.71871296,-5.41233165
0.46074219,0.02347135,-13.92748796,-7.70891408,-6.03819546
0.46083984,0.28386799,-14.16343659,-7.45810258,-6.42135418
0.46093750,-0.07191458,-14.20603147,-7.04433268,-6.61598368
0.46103516,0.06567338,-14.08792801,-6.36736153,-6.49268768
0.46113281,0.25482487,-13.70635613,-5.56776136,-6.10201725
0.46123047,0.07188863,-13.20428838,-4.57757768,-5.49166178
0.46132812,-0.28652737,-12.55540329,-3.43140401,-4.81921723
0.46142578,0.07623915,-11.71614662,-2.29726535,-4.09767286
0.46152344,-0.03810329,-10.82218609,-1.10870035,-3.48801516
0.46162109,0.00303482,-9.94239968,-0.00184444,-3.01764255
0.46171875,0.17765204,-9.00516016,1.08784911,-2.62341013
0.46181641,0.09043013,-8.03684432,2.14575820,-2.36559793
0.46191406,-0.01960623,-7.13745177,3.03242763,-2.05539828
0.46201172,0.15380143,-6.28234138,3.92558719,-1.74335861
0.46210937,0.08529173,-5.46207336,4.69229796,-1.39704655
0.46220703,0.03577115,-4.72176966,5.37464193,-0.89905580
0.46230469,0.06515120,-4.02296845,5.87532057,-0.48695023
0.46240234,0.05796721,-3.49117141,6.25326791,-0.07660721
0.46250000,-0.03092863,-2.92743914,6.37854096,0.27209257
0.46259766,-0.04886501,-2.50846547,6.37724915,0.35715814
0.46269531,0.02377421,-2.14451545,6.06901459,0.26857417
0.46279297,-0.12313664,-1.78254938,5.60477867,0.06744607
0.46289062,-0.16883254,-1.42467850,4.95775175,-0.25030640
0.46298828,0.21513665,-1.01325542,4.20085082,-0.58543878
0.46308594,-0.01595389,-0.46683122,3.32956024,-0.75398657
0.46318359,0.01639967,0.16959055,2.39375465,-0.68641680
0.46328125,-0.00025660,0.91324340,1.46867229,-0.49554241
0.46337891,0.02351086,1.74725542,0.54264103,-0.02270118
0.46347656,0.02340664,2.61786458,-0.39509373,0.60293208
0.46357422,0.02976874,3.60033473,-1.21792418,1.27317177
0.46367188,-0.10074187,4.45344973,-2.10211061,1.86141904
0.46376953,0.15980348,5.28473128,-2.98301220,2.31736416
0.46386719,-0.08381421,6.08187921,-3.72720209,2.59058579
0.46396484,0.17523578,6.78242249,-4.41804074,2.61883441
0.46406250,-0.26782216,7.31833161,-4.98880059,2.57582409
0.46416016,-0.13922876,7.77463963,-5.46448798,2.37858249
0.46425781,0.16881857,8.12587594,-5.73609715,2.23999067
0.46435547,-0.00222250,8.42547079,-5.82496716,2.15984855
0.46445313,-0.08065315,8.68072071,-5.70500798,2.17959094
0.46455078,0.07627604,8.92933981,-5.37047441,2.32747878
0.46464844,-0.13682884,9.20364520,-4.94929974,2.57178893
0.46474609,0.03153080,9.47131311,-4.25691585,2.84713863
0.46484375,-0.31227295,9.72169882,-3.48433940,3.06709051
0.46494141,-0.04785414,9.98960862,-2.67371273,3.19004324
0.46503906,-0.07747676,10.33348046,-1.76003888,3.27711020
0.46513672,0.10094242,10.66345035,-0.78578553,3.31102219
0.46523437,0.15136569,11.07136924,0.19621320,3.36177758
0.46533203,-0.10818215,11.51253274,1.19193894,3.48496231
0.46542969,0.26133669,11.92494768,2.24332151,3.70429906
0.46552734,-0.06880499,12.37641002,3.30023146,4.09087135
0.46562500,-0.28838856,12.79801949,4.26513309,4.60762891
0.46572266,-0.33695628,13.17745622,5.15666368,5.16590935
0.46582031,0.25084413,13.40708760,5.94030723,5.70400560
0.46591797,0.00686951,13.53581064,6.60655563,6.09756255
0.46601562,-0.07709927,13.48311427,7.07233408,6.29969474
0.46611328,-0.09218473,13.27612953,7.32663572,6.24907420
0.46621094,-0.14383247,12.77353915,7.35525383,5.92699804
0.46630859,0.22283507,12.16799609,7.16814069,5.40909212
0.46640625,0.00741754,11.48795975,6.81958041,4.73275187
0.46650391,0.28853122,10.61219388,6.28295107,4.01641062
0.46660156,-0.00985040,9.74474606,5.63685772,3.39308333
0.46669922,-0.33254388,8.84221516,4.90010469,2.90915763
0.46679688,0.14666509,7.94595198,4.07510076,2.51816884
0.46689453,-0.03522932,7.10737241,3.19164426,2.24776399
0.46699219,-0.01556165,6.34099621,2.21984642,2.09687908
0.46708984,0.25509101,5.59774452,1.20735280,1.92402908
0.46718750,-0.01950819,4.85460911,0.15843117,1.78572010
0.46728516,0.19429899,4.21072446,-0.89465224,1.43277329
0.46738281,0.01925125,3.52492536,-1.96056821,1.09428358
0.46748047,-0.09279719,2.84774941,-2.93330069,0.68299389
0.46757813,0.09609722,2.19936341,-3.85284872,0.30996930
0.46767578,-0.07010237,1.57865851,-4.63736355,-0.04911423
0.46777344,0.20424424,0.94539284,-5.28094835,-0.31106331
0.46787109,0.16398298,0.24247223,-5.73863126,-0.46287467
0.46796875,0.02941009,-0.46614074,-6.01180190,-0.57255372
0.46806641,0.11148456,-1.19437842,-6.13799331,-0.65635728
0.46816406,0.10469033,-1.99786053,-6.09617686,-0.71288736
0.46826172,-0.02134258,-2.82154163,-5.90812474,-0.94319448
0.46835938,0.15427197,-3.72388678,-5.64954111,-1.25901793
0.46845703,-0.01409374,-4.60065504,-5.23029168,-1.73390495
0.46855469,0.11243085,-5.50443167,-4.69091364,-2.25914733
0.46865234,-0.12255182,-6.35678978,-4.04058834,-2.81952397
0.46875000,0.03530425,-7.11665826,-3.33238267,-3.30574127
0.46884766,0.08241386,-7.80259823,-2.48384788,-3.71774041
0.46894531,-0.09826804,-8.33278790,-1.58339101,-3.82061350
0.46904297,-0.04214904,-8.70912615,-0.59114112,-3.82895186
0.46914062,-0.05965667,-8.92654250,0.43522193,-3.58397813
0.46923828,0.12959750,-9.09356454,1.43930372,-3.25238432
0.46933594,-0.08752498,-9.18756633,2.33701261,-2.86184412
0.46943359,0.08626014,-9.13977456,3.22477722,-2.50492856
0.46953125,0.24931626,-9.13340208,3.94792147,-2.27864583
0.46962891,0.07417030,-9.19745761,4.51616073,-2.22116970
0.46972656,-0.22103389,-9.29739139,4.91287240,-2.18345233
0.46982422,0.03965191,-9.41285947,5.13753316,-2.39614772
0.46992187,0.17698997,-9.59656121,5.26276485,-2.59852796
0.47001953,-0.02200942,-9.80634897,5.10833968,-2.81116032
0.47011719,0.18735980,-10.08383930,4.91817674,-2.97222472
0.47021484,0.11373247,-10.38902753,4.56070502,-3.09612819
0.47031250,0.08423228,-10.66154745,4.08641885,-3.18232121
0.47041016,-0.01808314,-10.97997132,3.48657323,-3.25748863
0.47050781,-0.05569118,-11.23088523,2.76969337,-3.41569016
0.47060547,-0.01720329,-11.51946489,1.91935754,-3.57089325
0.47070312,0.03071847,-11.72874142,0.96970580,-3.88503386
0.47080078,0.09978643,-11.83084808,-0.01040555,-4.19320028
0.47089844,0.08446089,-11.85487045,-1.00203744,-4.52900433
0.47099609,-0.02370020,-11.76893386,-2.01936036,-4.79253194
0.47109375,0.03130415,-11.58360372,-3.00122808,-4.93330295
0.47119141,0.07971823,-11.22124603,-3.84603363,-4.89779526
0.47128906,-0.22210766,-10.76176835,-4.59836751,-4.69343858
0.47138672,-0.09355485,-10.17455209,-5.20997863,-4.32152174
0.47148438,-0.09811483,-9.52186575,-5.65444566,-3.80073746
0.47158203,-0.00880547,-8.79492713,-6.00183523,-3.33829742
0.47167969,-0.01949832,-8.05293712,-6.18170395,-2.85695191
0.47177734,-0.01679545,-7.36721349,-6.29524096,-2.48582106
0.47187500,-0.10897169,-6.70522298,-6.16870988,-2.25267321
0.47197266,0.12290119,-6.10735929,-5.98498756,-2.10437639
0.47207031,0.06371381,-5.51346049,-5.70309866,-2.11576964
0.47216797,-0.22432775,-4.92873156,-5.24658838,-2.10562943
0.47226563,0.02412688,-4.36533745,-4.62429448,-2.10795880
0.47236328,-0.14677850,-3.77536955,-3.91836536,-2.00371474
0.47246094,0.27755279,-3.14497378,-3.05369642,-1.78191381
0.47255859,-0.04609968,-2.43717886,-2.10299628,-1.41243621
0.47265625,-0.03679059,-1.71096224,-1.13098780,-0.96861881
0.47275391,0.03489525,-0.88716667,-0.02468176,-0.50073384
0.47285156,-0.00765666,-0.06396318,0.99615610,-0.01479853
0.47294922,0.01362326,0.87650450,2.01050817,0.45330818
0.47304687,0.25451031,1.83436473,2.90897165,0.85365625
0.47314453,0.05634511,2.75260076,3.74461018,1.20863587
0.47324219,0.14771275,3.72727672,4.50405004,1.53058677
0.47333984,0.19157836,4.68454593,5.08003411,1.85267802
0.47343750,-0.12367895,5.67616671,5.58953905,2.31323752
0.47353516,0.27592297,6.56073006,5.99909533,2.74955360
0.47363281,0.12579954,7.43873751,6.21333428,3.20914651
0.47373047,0.16616119,8.21983469,6.30907355,3.67039439
0.47382812,-0.10689455,8.88356630,6.25591474,4.12657753
0.47392578,0.14523493,9.42591425,6.07247472,4.44366361
0.47402344,0.08466678,9.79602426,5.65793141,4.55731425
0.47412109,-0.05789608,10.08656462,5.14900281,4.54475194
0.47421875,0.36512157,10.20212404,4.43094528,4.34199604
0.47431641,0.10773167,10.25198183,3.59422542,4.05031460
0.47441406,-0.01317620,10.22028225,2.69867915,3.64901508
0.47451172,0.05185088,10.12626009,1.76099664,3.30667016
0.47460938,0.15930774,10.10242159,0.78818422,2.98443669
0.47470703,0.19233025,10.05528739,-0.15577410,2.80729339
0.47480469,0.11006138,10.09641924,-1.01008117,2.78212419
0.47490234,0.20541850,10.14179349,-1.85018844,2.87008636
0.47500000,0.24337477,10.24328015,-2.55706784,3.04095881
0.47509766,-0.16234275,10.35899654,-3.18920982,3.21691352
0.47519531,-0.04996142,10.46543275,-3.73228216,3.37716590
0.47529297,-0.11802433,10.54636944,-4.16467577,3.46537444
0.47539063,0.03751174,10.63096753,-4.49814462,3.43763801
0.47548828,0.23942593,10.66437418,-4.70973444,3.40419169
0.47558594,0.12092746,10.64593861,-4.76849151,3.27416395
0.47568359,-0.13388458,10.57114684,-4.65719524,3.24509553
0.47578125,-0.02106562,10.43507354,-4.39023092,3.18806343
0.47587891,0.17727115,10.22939141,-4.00188839,3.20605169
0.47597656,-0.05672441,9.92197176,-3.46327332,3.22417511
0.47607422,0.00849418,9.58318431,-2.75535636,3.25229085
0.47617188,0.06866735,9.17196817,-2.01354504,3.24430601
0.47626953,-0.25022496,8.71056417,-1.21602393,3.20122380
0.47636719,0.13993858,8.18007500,-0.35013946,3.00676485
0.47646484,0.07434725,7.61740084,0.45668830,2.77993538
0.47656250,0.10827886,7.06209334,1.26432311,2.43994697
0.47666016,-0.12379892,6.49366856,2.06941730,2.11976127
0.47675781,-0.09219898,5.95960674,2.83330974,1.86747343
0.47685547,-0.06652498,5.41235060,3.50801572,1.65510607
0.47695312,0.06058474,4.94116654,4.16488144,1.52818010
0.47705078,0.03355212,4.52494968,4.71965619,1.55204993
0.47714844,0.04217248,4.15653949,5.17326269,1.67406282
0.47724609,0.29175754,3.72716202,5.51353113,1.78519462
0.47734375,0.21882226,3.28235931,5.72538291,1.94806467
0.47744141,-0.08485323,2.80179678,5.75763187,1.96167780
0.47753906,-0.07502535,2.20879749,5.60710141,1.83040885
0.47763672,0.28035911,1.56328457,5.31163621,1.60281107
0.47773437,-0.02454572,0.83666161,4.81722291,1.19135498
0.47783203,0.22982582,-0.00024499,4.17810903,0.71908746
0.47792969,0.26279329,-0.92534256,3.40665477,0.17995860
0.47802734,-0.05835235,-1.86299935,2.59875934,-0.39299152
0.47812500,-0.01742298,-2.85532802,1.72790586,-0.92261992
0.47822266,0.03542468,-3.82268778,0.80803148,-1.39592913
0.47832031,-0.10656421,-4.81840983,-0.11556578,-1.79978907
0.47841797,-0.12367951,-5.76036855,-1.06174274,-2.20902942
0.47851562,-0.03717891,-6.60741991,-1.96298036,-2.51287830
0.47861328,0.15090464,-7.47680965,-2.80810579,-2.86270127
0.47871094,-0.04418395,-8.20576474,-3.66471165,-3.26677791
0.47880859,-0.00794836,-8.87847634,-4.41197922,-3.62737153
0.47890625,-0.04678609,-9.46068514,-5.05009276,-3.98852165
0.47900391,-0.18172561,-9.89708275,-5.55236458,-4.31864979
0.47910156,0.24565637,-10.22277854,-5.96336973,-4.48556554
0.47919922,-0.32833527,-10.56570607,-6.19837738,-4.55959441
0.47929688,-0.07511098,-10.67916180,-6.24124653,-4.52295926
0.47939453,0.10680883,-10.80641256,-6.12554392,-4.38233706
0.47949219,-0.18637641,-10.86723810,-5.87236465,-4.17069807
0.47958984,0.11371179,-10.87866631,-5.44768405,-3.92257754
0.47968750,0.21084911,-10.90196688,-4.92155105,-3.76062003
0.47978516,-0.10596252,-10.93390633,-4.31890081,-3.64795521
0.47988281,0.05427664,-10.98358774,-3.59994906,-3.61872229
0.47998047,-0.14359808,-11.03163303,-2.87841653,-3.67156799
0.48007813,0.09900760,-11.05526347,-2.06909242,-3.85699937
0.48017578,0.03620125,-11.12067216,-1.23859287,-3.95191847
0.48027344,0.05526652,-11.06415657,-0.40832770,-4.10285111
0.48037109,0.22785413,-10.99956399,0.43486928,-4.10421006
0.48046875,0.09359908,-10.84801791,1.25048136,-4.01723245
0.48056641,0.22481286,-10.59716963,2.02686607,-3.83131909
0.48066406,0.11803728,-10.24489432,2.77512902,-3.52930070
0.48076172,-0.15703316,-9.83621547,3.39417358,-3.20142977
0.48085937,0.06212107,-9.40536389,3.93033341,-2.90277091
0.48095703,0.09633258,-8.85860561,4.30951831,-2.55414570
0.48105469,-0.19393465,-8.26476350,4.56221346,-2.29013093
0.48115234,0.22293297,-7.65348238,4.67235839,-2.13303465
0.48125000,0.03310886,-7.10213895,4.59527470,-1.95280419
0.48134766,0.07811517,-6.44504913,4.42315439,-1.77046356
0.48144531,-0.11157450,-5.83147988,4.06449278,-1.57916513
0.48154297,0.03378692,-5.27000991,3.66614936,-1.38731645
0.48164062,0.06787661,-4.74500794,3.11662723,-1.16251475
0.48173828,-0.02604112,-4.19260991,2.57844189,-0.98413399
0.48183594,0.03499139,-3.71741626,1.88800366,-0.81214195
0.48193359,-0.29504712,-3.30461171,1.12021166,-0.67906477
0.48203125,0.22718109,-2.88042249,0.28730107,-0.60595827
0.48212891,-0.14425483,-2.55074188,-0.49986976,-0.65334338
0.48222656,-0.30447113,-2.14306345,-1.37121122,-0.74205621
0.48232422,-0.12120262,-1.79929587,-2.16048512,-0.89984230
0.48242188,-0.10238704,-1.38683606,-2.93785385,-1.07172919
0.48251953,0.10438904,-0.94504526,-3.55506314,-1.08037467
0.48261719,-0.11424781,-0.37342938,-4.12359221,-1.06968874
0.48271484,0.06544859,0.19122728,-4.56248120,-0.90274824
0.48281250,-0.12113088,0.89103954,-4.79582016,-0.62457589
0.48291016,0.35383831,1.62365902,-4.94363237,-0.18810437
0.48300781,0.10456704,2.42590667,-4.91626494,0.20965479
0.48310547,0.31618812,3.24098164,-4.77083760,0.76000804
0.48320313,-0.12944263,4.07967663,-4.48887956,1.18694427
0.48330078,0.12227656,4.90978232,-4.08922593,1.61282311
0.48339844,-0.12073070,5.68679376,-3.57042443,1.93202792
0.48349609,0.10944809,6.50204675,-2.97908857,2.20156152
0.48359375,0.12435405,7.12772960,-2.32367463,2.39557972
0.48369141,-0.21655106,7.74476371,-1.54706570,2.58854306
0.48378906,-0.14789739,8.29500366,-0.72802319,2.81179942
0.48388672,-0.15240244,8.76181424,0.10327276,3.02068370
0.48398438,-0.20304038,9.26874108,1.01206043,3.29568256
0.48408203,-0.08718685,9.64016617,1.86925206,3.53078913
0.48417969,-0.12161017,9.93437983,2.72150974,3.78884722
0.48427734,-0.19439948,10.23084962,3.47622107,3.94123348
0.48437500,0.03699916,10.49546097,4.16220474,4.07349783
0.48447266,0.10412390,10.64723494,4.74353367,4.08919055
0.48457031,-0.17496413,10.87162044,5.22086618,4.11248063
0.48466797,-0.06135795,11.01856293,5.55166528,4.07739415
0.48476562,0.02333630,11.17476765,5.74067132,4.06583446
0.48486328,-0.01267073,11.29289369,5.80446573,4.12484695
0.48496094,-0.08304523,11.37260917,5.78408103,4.18668470
0.48505859,0.14355460,11.49604446,5.64799007,4.31249217
0.48515625,0.14901512,11.47835891,5.37129301,4.45774917
0.48525391,0.12388729,11.49595228,4.95647699,4.53522117
0.48535156,-0.00935879,11.38454955,4.46236152,4.64502934
0.48544922,0.31982012,11.15484889,3.81751913,4.61090984
0.48554687,0.28290537,10.87492517,3.10286285,4.48476454
0.48564453,-0.03849589,10.43956778,2.26564346,4.26857056
0.48574219,0.00373622,9.87874363,1.44607927,3.88430099
0.48583984,0.19999025,9.28939703,0.51927079,3.45544143
0.48593750,-0.09821452,8.63424923,-0.34405729,2.93398430
0.48603516,0.08145812,7.88324855,-1.22759537,2.50035347
0.48613281,0.02857115,7.11570308,-1.98962483,2.02562809
0.48623047,-0.08387183,6.37978321,-2.75738082,1.66373691
0.48632812,-0.01314623,5.67567849,-3.33349765,1.37096965
0.48642578,-0.21418540,4.93939084,-3.82823466,1.11460802
0.48652344,-0.05992296,4.25438404,-4.22413353,0.90808946
0.48662109,-0.27779827,3.65718371,-4.47812229,0.74179584
0.48671875,0.36348844,3.08707402,-4.63462463,0.51276294
0.48681641,0.24730282,2.50334735,-4.64319650,0.36556927
0.48691406,0.20570522,2.02670026,-4.57316137,0.10753162
0.48701172,0.06667064,1.49093744,-4.28880156,-0.01630311
0.48710938,0.17111170,1.02657275,-3.94749003,-0.15602335
0.48720703,0.21211369,0.56409151,-3.43453222,-0.25107839
0.48730469,0.17363079,0.07192715,-2.87872264,-0.25735896
0.48740234,0.15894533,-0.33885817,-2.23795890,-0.26491551
0.48750000,-0.11568230,-0.83202926,-1.45532140,-0.21594575
0.48759766,0.08538991,-1.30961276,-0.73343894,-0.21259942
0.48769531,-0.05913615,-1.84751340,0.02672025,-0.29462022
0.48779297,-0.15608424,-2.42399198,0.82492083,-0.39166787
0.48789063,-0.15025692,-3.05325414,1.44937658,-0.65257419
0.48798828,0.08507178,-3.70617984,2.13187267,-0.91267002
0.48808594,0.17881567,-4.36303648,2.72588063,-1.25995015
0.48818359,-0.18435283,-5.02810844,3.22748135,-1.56816676
0.48828125,0.28260186,-5.63115792,3.65572927,-1.85463541
0.48837891,0.24111843,-6.19944274,3.92965388,-2.13008445
0.48847656,-0.03639348,-6.72802204,4.10544632,-2.31303253
0.48857422,-0.04881272,-7.19677574,4.22206232,-2.36044783
0.48867187,0.00964938,-7.58913143,4.16195227,-2.37415268
0.48876953,0.16775831,-7.94717659,4.00516649,-2.42836516
0.48886719,-0.03693597,-8.22743173,3.76461060,-2.43319747
0.48896484,-0.14547582,-8.53813052,3.32808221,-2.49638340
0.48906250,0.07195307,-8.81489039,2.87478475,-2.55848637
0.48916016,-0.28941348,-9.09325636,2.21579062,-2.72271784
0.48925781,0.04143506,-9.31347084,1.50329501,-2.91969329
0.48935547,0.19412018,-9.62328287,0.76993929,-3.11794376
0.48945312,0.06605506,-9.82248009,-0.03111413,-3.28538821
0.48955078,0.13722747,-10.04019131,-0.82111040,-3.50958034
0.48964844,0.09420095,-10.26570611,-1.57615930,-3.64689208
0.48974609,0.12929533,-10.48469262,-2.37694745,-3.76314220
0.48984375,0.04185515,-10.68522625,-3.06243559,-3.86555072
0.48994141,-0.10436923,-10.88137987,-3.70084411,-3.97369220
0.49003906,-0.01365151,-10.95560670,-4.26618748,-4.06754105
0.49013672,0.00901073,-11.04460290,-4.75476427,-4.21073593
0.49023438,0.20882920,-11.07186526,-5.17800342,-4.36768863
0.49033203,0.26392143,-10.99425310,-5.42292567,-4.47399053
0.49042969,0.08309179,-10.80194106,-5.52683068,-4.56915224
0.49052734,-0.09291301,-10.53323310,-5.54284930,-4.52419468
0.49062500,-0.08945232,-10.12928292,-5.36668235,-4.42480800
0.49072266,-0.00812560,-9.68816559,-5.05829372,-4.20840164
0.49082031,0.22831962,-9.13427427,-4.66143704,-3.85920761
0.49091797,0.07018606,-8.48862768,-4.10256544,-3.45229336
0.49101563,0.01170004,-7.75548118,-3.45679179,-2.98517293
0.49111328,-0.09475187,-6.98183379,-2.73611342,-2.50928388
0.49121094,0.15235685,-6.25972252,-1.99294209,-2.06599883
0.49130859,0.06340573,-5.51060228,-1.17207623,-1.65617749
0.49140625,0.01238333,-4.79096014,-0.36420301,-1.37711986
0.49150391,0.03551356,-4.08644933,0.42625500,-1.09428943
0.49160156,0.27297740,-3.36932569,1.16780238,-0.87156764
0.49169922,-0.00405665,-2.70525781,1.94807671,-0.66854558
0.49179688,0.27326882,-2.05944046,2.61898947,-0.47390496
0.49189453,0.20634275,-1.45723565,3.20914671,-0.24346617
0.49199219,0.02785119,-0.83591231,3.77654703,-0.01736319
0.49208984,0.15258107,-0.22654272,4.16411946,0.27064813
0.49218750,0.00143315,0.37877574,4.47390309,0.49990093
0.49228516,-0.10425647,0.96387377,4.68468840,0.74879719
0.49238281,-0.02018528,1.62675132,4.70759044,0.98867430
0.49248047,-0.11608539,2.23306784,4.63565086,1.18173116
0.49257812,0.09671731,2.84187285,4.46104176,1.30388076
0.49267578,0.02220920,3.45522511,4.11534137,1.47975801
0.49277344,0.10517452,4.06110329,3.68730683,1.58077832
0.49287109,0.14400277,4.67217133,3.21199546,1.73938929
0.49296875,-0.44803672,5.28671997,2.63037918,1.93791058
0.49306641,0.06672478,5.84030633,2.02036642,2.20370108
0.49316406,-0.25025159,6.33743859,1.34826474,2.43271102
0.49326172,0.04499468,6.87517269,0.67320843,2.62716853
0.49335937,-0.11160839,7.30186658,-0.02268115,2.75654771
0.49345703,0.03563566,7.67433282,-0.74077214,2.93481060
0.49355469,0.22481791,7.94710921,-1.40156141,2.90636673
0.49365234,-0.23616980,8.16654752,-2.00827660,2.88065938
0.49375000,0.04859854,8.34248577,-2.53307881,2.74787850
0.49384766,0.00823615,8.48049991,-3.03448061,2.61982664
0.49394531,-0.26383270,8.54833276,-3.44655882,2.55062858
0.49404297,0.11719718,8.69744924,-3.72819973,2.36341528
0.49414062,0.02513324,8.75460819,-3.81744695,2.33714043
0.49423828,-0.05631076,8.82667202,-3.82015645,2.36640510
0.49433594,-0.08826706,8.99935838,-3.69610220,2.49695367
0.49443359,0.50188287,9.11289849,-3.47669671,2.62918556
0.49453125,-0.03908025,9.26893974,-3.11454986,2.73338940
0.49462891,-0.25004845,9.42058525,-2.66719296,2.91773039
0.49472656,-0.11963476,9.59004498,-2.14743417,3.13443580
0.49482422,-0.03499204,9.75076680,-1.50264127,3.24009071
0.49492188,-0.03765960,9.83430270,-0.84851411,3.33977365
0.49501953,0.00817204,9.85949500,-0.15948108,3.43333285
0.49511719,-0.13704740,9.96006860,0.55220107,3.52821586
0.49521484,0.10123109,9.86771196,1.24224101,3.59199095
0.49531250,-0.05256631,9.80647884,2.01419257,3.64353281
0.49541016,-0.18410878,9.65053309,2.64058698,3.71004109
0.49550781,-0.10233793,9.38865951,3.26164820,3.73350143
0.49560547,-0.03770000,9.13294153,3.82911573,3.76186746
0.49570313,0.14729357,8.68233869,4.27056547,3.63640949
0.49580078,0.09267865,8.22202276,4.61476227,3.49877658
0.49589844,-0.03070246,7.73771265,4.82610093,3.23331498
0.49599609,0.02295454,7.14350278,4.90797913,2.95323299
0.49609375,0.05227239,6.55516278,4.86801358,2.62673247
0.49619141,0.32580880,5.86995713,4.73283477,2.33932628
0.49628906,-0.07264358,5.22628971,4.44179205,1.96041352
0.49638672,0.09006035,4.54779428,4.10653650,1.70181839
0.49648437,0.12895519,3.96308026,3.65229518,1.49978804
0.49658203,-0.12295816,3.32067236,3.10131844,1.22730081
0.49667969,0.04838339,2.67734215,2.48816414,1.06123806
0.49677734,0.04451495,2.09731369,1.81160160,0.92856384
0.49687500,-0.05047045,1.47020579,1.09507298,0.69872144
0.49697266,0.10513737,0.83839105,0.39985007,0.48754756
0.49707031,0.17427388,0.09876429,-0.37275376,0.24541761
0.49716797,0.18953422,-0.59388792,-1.16370480,-0.07962877
0.49726562,-0.00877214,-1.33602559,-1.91789577,-0.45314441
0.49736328,0.04848157,-2.06825092,-2.56999546,-0.85668640
0.49746094,0.37259908,-2.74003863,-3.18877971,-1.19488787
0.49755859,-0.14554573,-3.50499161,-3.74417669,-1.54714489
0.49765625,0.05328043,-4.24408663,-4.13085624,-1.86395240
0.49775391,0.15349610,-4.97882424,-4.46325368,-2.13591210
0.49785156,0.04251814,-5.63867985,-4.68524620,-2.41220318
0.49794922,0.11839560,-6.29371311,-4.72657682,-2.67541182
0.49804688,0.04590266,-6.84924872,-4.68190004,-2.81424484
0.49814453,0.13304846,-7.41047483,-4.58876490,-3.04468624
0.49824219,0.21238446,-7.84444511,-4.34813790,-3.21513209
0.49833984,-0.01321140,-8.25538503,-3.95425414,-3.36400619
0.49843750,0.04962600,-8.59243619,-3.52763310,-3.48763954
0.49853516,0.01171654,-8.82434189,-3.00442088,-3.55534256
0.49863281,-0.04054421,-8.98994044,-2.42106048,-3.52589498
0.49873047,0.01705501,-9.09182082,-1.77405602,-3.46403671
0.49882813,-0.14974692,-9.15870145,-1.04542434,-3.34855737
0.49892578,0.13167776,-9.18606855,-0.36313419,-3.15817477
0.49902344,0.27536746,-9.13384359,0.34340124,-2.98145824
0.49912109,0.27567671,-9.14092972,1.01004418,-2.79855774
0.49921875,0.21137812,-9.11343215,1.64090223,-2.65318745
0.49931641,-0.12461876,-9.07960870,2.21396015,-2.62549888
0.49941406,0.24796561,-9.05478047,2.65249169,-2.62808715
0.49951172,-0.08731159,-9.08751753,3.01544022,-2.65546378
0.49960938,0.01204107,-9.09863837,3.30557489,-2.70359575
0.49970703,0.29692563,-9.10569142,3.45741223,-2.79409390
0.49980469,-0.14078640,-9.06831018,3.46509323,-2.88941180
0.49990234,0.14619520,-9.03023811,3.43668866,-2.92355196
0.50000000,0.06219047,-8.91286935,3.25545639,-2.86139051
0.50009766,-0.00281392,-8.77101092,3.05296219,-2.85654854
0.50019531,-0.11140614,-8.65381060,2.65565594,-2.79370895
0.50029297,0.08337555,-8.42467671,2.21462017,-2.73164224
0.50039062,-0.04956882,-8.18001440,1.70341163,-2.69878668
0.50048828,0.17678839,-7.87901555,1.12197619,-2.60442176
0.50058594,0.20364344,-7.49580588,0.48765118,-2.56285679
0.50068359,-0.18689607,-7.13352150,-0.13458317,-2.50032824
0.50078125,-0.05578944,-6.67683188,-0.81094196,-2.43825705
0.50087891,-0.02786186,-6.21413421,-1.48066663,-2.31442530
0.50097656,-0.15725677,-5.77195906,-2.08299904,-2.23056920
0.50107422,-0.14768556,-5.27668613,-2.60474617,-2.06338551
0.50117188,0.03330038,-4.80649989,-3.08943008,-1.82795520
0.50126953,-0.01120833,-4.29885061,-3.49540271,-1.63671135
0.50136719,-0.22777737,-3.75165611,-3.85251057,-1.45313314
0.50146484,-0.06071880,-3.21075382,-4.02231721,-1.31363208
0.50156250,0.09783573,-2.73318888,-4.21542207,-1.17777357
0.50166016,-0.16093745,-2.20430433,-4.24868357,-1.06951273
0.50175781,-0.11854023,-1.76210552,-4.16261674,-0.98027093
0.50185547,0.25815114,-1.13212781,-3.98019140,-0.90624357
0.50195312,0.21758244,-0.57445808,-3.70115092,-0.72437711
0.50205078,-0.22315486,0.05259055,-3.30464398,-0.54802068
0.50214844,-0.18264585,0.65997069,-2.79668431,-0.30348196
0.50224609,0.07658790,1.32732313,-2.23158399,0.01572656
0.50234375,-0.15872495,2.08926012,-1.60686825,0.39588672
0.50244141,-0.01791777,2.81523088,-0.90475103,0.79954286
